Row.names	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	external_gene_name	gene_biotype	description	percentage_gene_gc_content
ENSMUSG00000000078	2746.8379033806	0.780548632632553	0.198853905285622	3.92523662792249	8.66445230840924e-05	0.00240009261372123	Klf6	protein_coding	Kruppel like factor 6 [Source:HGNC Symbol;Acc:HGNC:2235]	43.44
ENSMUSG00000000120	110.280703519774	-1.19745412489767	0.325861462873306	-3.67473377900854	0.000238097548274245	0.00505155348030015	Ngfr	protein_coding	nerve growth factor receptor [Source:HGNC Symbol;Acc:HGNC:7809]	53.62
ENSMUSG00000000296	28.5883671734084	3.75939098757467	0.883583174110918	4.25471092900502	2.09319258860883e-05	0.000801806617100999	Tpd52l1	protein_coding	tumor protein D52-like 1 [Source:MGI Symbol;Acc:MGI:1298386]	40.19
ENSMUSG00000000374	3331.66999488256	-0.697456350685913	0.192219620108669	-3.62843475755292	0.000285144787660398	0.00580111229117988	Trappc10	protein_coding		48.02
ENSMUSG00000000631	5400.43255673925	-0.780245284621204	0.221293191252714	-3.5258440632734	0.000422135446168005	0.00759118724904848	Myo18a	protein_coding	myosin XVIIIA [Source:MGI Symbol;Acc:MGI:2667185]	51.78
ENSMUSG00000000632	829.193456834828	2.35238263938165	0.522880079572901	4.49889512200029	6.83075436082485e-06	0.000351323349288492	Sez6	protein_coding	Seizure protein 6  [Source:UniProtKB/Swiss-Prot;Acc:Q7TSK2]	51.55
ENSMUSG00000000708	3345.32420261314	-0.88861047886421	0.13001065953916	-6.83490478406928	8.20595134906295e-12	8.42052950411735e-09	Kat2b	protein_coding	Histone acetyltransferase KAT2B  [Source:UniProtKB/Swiss-Prot;Acc:Q9JHD1]	43.46
ENSMUSG00000000711	3973.12291034228	-0.424584995746999	0.118955065932445	-3.56928889424619	0.00035795152712132	0.00682717964749101	Rab5b	protein_coding	RAB5B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:105938]	44.42
ENSMUSG00000000902	3645.45543137075	0.463520139496931	0.0875028455362797	5.29720075565714	1.17591390578692e-07	1.54899162697543e-05	Smarcb1	protein_coding	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1 [Source:MGI Symbol;Acc:MGI:1328366]	48.04
ENSMUSG00000000959	1240.68394669566	-0.476502409704987	0.130058405419914	-3.66375712639658	0.000248542470261141	0.00519499158730765	Oxa1l	protein_coding	Mitochondrial inner membrane protein OXA1L  [Source:UniProtKB/Swiss-Prot;Acc:Q8BGA9]	47.94
